PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Mckean, NE; Trewick, SA; Morgan-Richards, M				Mckean, N. E.; Trewick, S. A.; Morgan-Richards, M.			Comparative cytogenetics of North Island tree weta in sympatry	NEW ZEALAND JOURNAL OF ZOOLOGY			English	Article						chromosomes; Hemideina; karyotype; New Zealand; orthoptera	HEMIDEINA-THORACICA ORTHOPTERA; NEW-ZEALAND; REARRANGEMENTS; ANOSTOSTOMATIDAE; HYBRIDIZATION; ONYCHOPHORA; ADAPTATION; RADIATION; GIANT; RACES	In North Island New Zealand three species of tree wet (Hemideina) have narrow regions of overlap. Using detailed measurements of chromosomes we compared the karyotypes of Hemideina thoracica with those of Hemideina crassidens and Hemideina trewicki. Although H.thoracica and H.trewicki have the same diploid number (2n=17 [XO], 18 [XX]), distinct from H.crassidens (2n=15 [XO] 16 [XX]); the karyotypes of H.trewicki and H.crassidens are more similar to each other than either is to H.thoracica. Elements within each karyotype were identified that are species specific and will aid identification of putative hybrids. Quantitative cytogenetics was used to identify the sex chromosome for H.crassidens and H.trewicki, which in contrast to previous inferences, is most likely the fifth-longest metacentric chromosome in H.crassidens, and the third-longest metacentric chromosome in H.trewicki.	[Mckean, N. E.; Trewick, S. A.; Morgan-Richards, M.] Massey Univ, Ecol Grp, Palmerston North, New Zealand		Morgan-Richards, M (corresponding author), Massey Univ, Ecol Grp, Palmerston North, New Zealand.	m.morgan-richards@massey.ac.nz		Morgan-Richards, Mary/0000-0002-3913-9814; Trewick, Steven/0000-0002-4680-8457	Massey University	Paul Barrett helped with microscope and software. Mariana Bulgarella, Emily Koots, Rose Gregerson and Phoebe Donovan helped to collect weta. Massey University provided funding (MURF: can weta coexist?).		25	1	2	0	8	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0301-4223	1175-8821		NEW ZEAL J ZOOL	N. Z. J. Zool.	APR 3	2015	42	2					73	84		10.1080/03014223.2015.1032984			12	Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Zoology	CM0ZJ	WOS:000357409000003					2022-03-27	
J	JOHN, B; LIGHTFOOT, DC; WEISSMAN, DB				JOHN, B; LIGHTFOOT, DC; WEISSMAN, DB			THE MEIOTIC BEHAVIOR OF NATURAL F1 HYBRIDS BETWEEN TRIMEROTROPIS-SUFFUSA SCUDDER AND TRIMEROTROPIS-CYANEIPENNIS BRUNER (ORTHOPTERA, OEDIPODINAE)	CANADIAN JOURNAL OF GENETICS AND CYTOLOGY			English	Article									OREGON STATE UNIV,DEPT ENTOMOL,CORVALLIS,OR 97331; CALIF ACAD SCI,DEPT ENTOMOL,SAN FRANCISCO,CA 94118		JOHN, B (corresponding author), AUSTRALIAN NATL UNIV,RES SCH BIOL SCI,DEPT POPULAT BIOL,CANBERRA,ACT 2601,AUSTRALIA.							27	29	29	0	1	NATL RESEARCH COUNCIL CANADA	OTTAWA	RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA	0008-4093			CAN J GENET CYTOL			1983	25	5					467	477		10.1139/g83-071			11	Cell Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Cell Biology; Genetics & Heredity	RM295	WOS:A1983RM29500009					2022-03-27	
J	BUTLIN, RK; HEWITT, GM				BUTLIN, RK; HEWITT, GM			A HYBRID ZONE BETWEEN CHORTHIPPUS-PARALLELUS-PARALLELUS AND CHORTHIPPUS-PARALLELUS-ERYTHROPUS (ORTHOPTERA, ACRIDIDAE) - MORPHOLOGICAL AND ELECTROPHORETIC CHARACTERS	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article											BUTLIN, RK (corresponding author), UNIV E ANGLIA,SCH BIOL SCI,NORWICH NR4 7TJ,NORFOLK,ENGLAND.		Butlin, Roger K/F-7709-2013	Butlin, Roger K/0000-0003-4736-0954				25	54	54	0	6	ACADEMIC PRESS LTD	LONDON	24-28 OVAL RD, LONDON, ENGLAND NW1 7DX	0024-4066			BIOL J LINN SOC	Biol. J. Linnean Soc.		1985	26	3					269	285		10.1111/j.1095-8312.1985.tb01636.x			17	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	AVZ38	WOS:A1985AVZ3800005					2022-03-27	
J	Mckean, NE; Trewick, SA; Morgan-Richards, M				Mckean, Natasha E.; Trewick, Steven A.; Morgan-Richards, Mary			Little or no gene flow despite F-1 hybrids at two interspecific contact zones	ECOLOGY AND EVOLUTION			English	Article						Divergence; Hemideina; hybridization; introgression; population genetics	TREE WETA HEMIDEINA; NEW-ZEALAND; THORACICA ORTHOPTERA; SEXUAL SELECTION; BANKS PENINSULA; NORTH-ISLAND; ANOSTOSTOMATIDAE; HYBRIDIZATION; INFERENCE; PATTERNS	Hybridization can create the selective force that promotes assortative mating but hybridization can also select for increased hybrid fitness. Gene flow resulting from hybridization can increase genetic diversity but also reduce distinctiveness. Thus the formation of hybrids has important implications for long-term species coexistence. This study compares the interaction between the tree weta Hemideina thoracica and its two neighboring species; H. crassidens and H. trewicki. We examined the ratio of parent and hybrid forms in natural areas of sympatry. Individuals with intermediate phenotype were confirmed as first generation hybrids using nine independent genetic markers. Evidence of gene flow from successful hybridization was sought from the distribution of morphological and genetic characters. Both species pairs appear to be largely retaining their own identity where they live in sympatry, each with a distinct karyotype. Hemideina thoracica and H. trewicki are probably reproductively isolated, with sterile F-1 hybrids. This species pair shows evidence of niche differences with adult size and timing of maturity differing where Hemideina thoracica is sympatric with H. trewicki. In contrast, evidence of a low level of introgression was detected in phenotypes and genotypes where H. thoracica and H. crassidens are sympatric. We found no evidence of size divergence although color traits in combination with hind tibia spines reliably distinguish the two species. This species pair show a bimodal hybrid zone in the absence of assortative mating and possible sexual exclusion by H. thoracica males in the formation of F-1 hybrids.	[Mckean, Natasha E.; Trewick, Steven A.; Morgan-Richards, Mary] Massey Univ, Inst Agr & Environm, Ecol Grp, Palmerston North 4442, New Zealand		Morgan-Richards, M (corresponding author), Massey Univ, Inst Agr & Environm, Ecol Grp, Palmerston North 4442, New Zealand.	m.morgan-richards@massey.ac.nz		Morgan-Richards, Mary/0000-0002-3913-9814; Trewick, Steven/0000-0002-4680-8457	Massey University	This work was supported by the Massey University Research Fund (M. Morgan-Richards; MURF2013: Can weta coexist?).		62	6	7	0	14	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	2045-7758			ECOL EVOL	Ecol. Evol.	APR	2016	6	8					2390	2404		10.1002/ece3.1942			15	Ecology; Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Evolutionary Biology	DJ9YD	WOS:000374568300013	27066230	Green Published, gold			2022-03-27	
J	Zabal-Aguirre, M; Arroyo, F; Garcia-Hurtado, J; de La Torre, J; Hewitt, GM; Bella, JL				Zabal-Aguirre, M.; Arroyo, F.; Garcia-Hurtado, J.; de la Torre, J.; Hewitt, G. M.; Bella, J. L.			Wolbachia effects in natural populations of Chorthippus parallelus from the Pyrenean hybrid zone	JOURNAL OF EVOLUTIONARY BIOLOGY			English	Article						Chorthippus; cytoplasmic incompatibility; hybrid zones; Wolbachia	CYTOPLASMIC INCOMPATIBILITY; ERYTHROPUS ORTHOPTERA; DROSOPHILA-SIMULANS; MEADOW GRASSHOPPER; REPRODUCTIVE INCOMPATIBILITY; SEX-RATIO; INFECTION; DYNAMICS; EVOLUTION; ACRIDIDAE	We evaluate for the first time the effect of Wolbachia infection, involving two different supergroups, on the structure and dynamics of the hybrid zone between two subspecies of Chorthippus parallelus (Orthoptera) in the Pyrenees. Wolbachia infection showed no effects on female fecundity or a slight increment in females infected by F supergroup, although in the last case it has to be well established. Cytoplasmic incompatibility (CI) is confirmed in crosses carried out in the field between individuals from a natural hybrid population. This CI, registered as the relative reduction in embryo production (sh), was of sh=0.355 and sh=0.286 in unidirectional crosses involving B and F supergroups, respectively. CI also occurred in bidirectional crosses (sh=0.147) but with a weaker intensity. The transmission rates of the two Wolbachia strains (B and F) were estimated by the optimization of a theoretical model to reach the infection frequencies observed in certain population. To fit this scenario, both supergroups should present transmission rates close to 1. Further, we have simulated the infection dynamics, and hence, the capacity of Wolbachia to structure the population of the host insects and to affect to reproduction and genetic introgression in the hybrid zone. This represents a first example of the influence of Wolbachia in an insect natural hybrid zone.	[Zabal-Aguirre, M.; Arroyo, F.; Garcia-Hurtado, J.; de la Torre, J.; Bella, J. L.] Univ Autonoma Madrid, Fac Ciencias, Dept Biol Genet, E-28049 Madrid, Spain; [Hewitt, G. M.] Univ E Anglia, Norwich NR4 7TJ, Norfolk, England		Bella, JL (corresponding author), Univ Autonoma Madrid, Fac Ciencias, Dept Biol Genet, C Darwin 2, E-28049 Madrid, Spain.	bella@uam.es	de la Torre, Joaquina/K-2153-2017; Zabal-Aguirre, Mario/A-1410-2011	de la Torre, Joaquina/0000-0002-2105-5655; Zabal-Aguirre, Mario/0000-0002-7237-0954; Garcia-Hurtado, Javier/0000-0001-5271-3107	 [CGL2009-08380/BOS];  [CGL2012-35007]	We thank Prof. R. A. Nichols his very helpful comments and critical review of the manuscript. We are grateful to the many people who helped in the collection and handling of the grasshoppers and to the other members of our group in the Genetics Unit at the Universidad Autonoma de Madrid. We also express gratitude to the Aragon Government and the French Parc National des Pyrenees for permission to collect the grasshoppers. We are especially grateful to Sallent de Gallego Town Hall who provided the place to perform the crosses shown in this study, and to its Mayor D. Jose L. Sanchez Saez who kindly facilitated our work. We thank Dr. Marta Benito Garzon and Dr. Juan Jose Robledo-Arnuncio who helped in writing the scripts to simulate the infection dynamics. Besides, we are very grateful to Dr. Santiago Gonzalez-Martinez who introduced Bayesian inference procedures to us. This work has been supported by the Spanish grants CGL2009-08380/BOS and CGL2012-35007, and the collaboration of Chromacell S. L. The authors declare no conflict of interest.		69	10	10	0	24	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	1010-061X	1420-9101		J EVOLUTION BIOL	J. Evol. Biol.	JUN	2014	27	6					1136	1148		10.1111/jeb.12389			13	Ecology; Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Evolutionary Biology; Genetics & Heredity	AJ2VP	WOS:000337522700013	24819964	Bronze			2022-03-27	
J	REINHOLD, K				REINHOLD, K			INHERITANCE OF BODY AND TESTIS SIZE IN THE BUSH-CRICKET POECILIMON-VELUCHIANUS RAMME (ORTHOPTERA, TETTIGONIIDAE) EXAMINED BY MEANS OF SUBSPECIES HYBRIDS	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						BUSH-CRICKETS; HEREDITY; SEX-LINKAGE; HYBRID DYSGENESIS; SPERM NUMBER	HAWAIIAN DROSOPHILA; MATE-SELECTION; GENETIC-BASIS; X-CHROMOSOME; BUSH-CRICKET; SPERMATOPHORE; SPECIATION; EVOLUTION; STERILITY; GRYLLIDAE		UNIV ERLANGEN NURNBERG, DEPT ZOOL 2, D-91058 ERLANGEN, GERMANY				Reinhold, Klaus/A-4375-2012					38	23	28	0	4	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0024-4066	1095-8312		BIOL J LINN SOC	Biol. J. Linnean Soc.	AUG	1994	52	4					305	316		10.1006/bijl.1994.1052			12	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	NW740	WOS:A1994NW74000001		Green Submitted			2022-03-27	
J	Buckley, SH; Tregenza, T; Butlin, RK				Buckley, SH; Tregenza, T; Butlin, RK			Transitions in cuticular composition across a hybrid zone: historical accident or environmental adaptation?	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						Chorthippus parallelus; cuticular hydrocarbons; cuticular lipids; grasshopper; hybrid zone; Orthoptera; reproductive isolation; sensory drive; speciation	CHORTHIPPUS-PARALLELUS ORTHOPTERA; THERMAL-ACCLIMATION; MEADOW GRASSHOPPER; LIPID-COMPOSITION; HYDROCARBONS; PERMEABILITY; ACRIDIDAE; EVOLUTION; SEX	Two subspecies of the grasshopper Chorthippus parallelus form a hybrid zone in the Pyrenees. Transitions across the zone, including changes in mating signals and reproductive isolation have been intensively studied. Cuticular pheromones have been identified as likely mate recognition signals. Since the major role of the cuticle is in waterproofing, environmental adaptation of cuticular composition has the interesting potential to generate assortative mating as an incidental by-product. We describe the pattern of variation in cuticular hydrocarbon blend in four transects through the hybrid zone. We find no evidence for a previously observed displaced cline in one blend component. There were differences between subspecies but these varied among transects and were small compared with variation between transects. We examined environmental variation within one transect and found a correlation between vegetation and cuticular composition, suggesting that environment influences the constitution of the cuticle, and hence natural selection may interact with mating signals in this species. (C) 2003 The Linnean Society of London.	Univ Leeds, Sch Biol, Ecol & Evolut Grp, Leeds LS2 9JT, W Yorkshire, England		Tregenza, T (corresponding author), Univ Leeds, Sch Biol, Ecol & Evolut Grp, Leeds LS2 9JT, W Yorkshire, England.	t.tregenza@leeds.ac.uk	Tregenza, Tom/B-1078-2014; Butlin, Roger K/F-7709-2013	Tregenza, Tom/0000-0003-4182-2222; Butlin, Roger K/0000-0003-4736-0954				39	18	18	0	7	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0024-4066	1095-8312		BIOL J LINN SOC	Biol. J. Linnean Soc.	FEB	2003	78	2					193	201		10.1046/j.1095-8312.2003.00147.x			9	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	645JV	WOS:000180973200003		Green Published, Bronze			2022-03-27	
J	Roth, S; Kohler, G; Reinhardt, K; Predel, R				Roth, Steffen; Koehler, Guenter; Reinhardt, Klaus; Predel, Reinhard			A discrete neuropeptide difference between two hybridizing grasshopper subspecies	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						Chorthippus; insect; mass spectrometry; Orthoptera; perisympathetic organ	CHORTHIPPUS-PARALLELUS-PARALLELUS; MASS-SPECTROMETRIC ANALYSIS; PERISYMPATHETIC ORGANS; ERYTHROPUS ORTHOPTERA; PEPTIDE EXPRESSION; NERVOUS-SYSTEM; CORPORA ALLATA; IDENTIFICATION; ZONE; DYSFUNCTION	Population divergence can be detected by the divergence of functional and neutral characters. Under some circumstances, it is desirable to have available a character that is discretely expressed in either of the diverging genomes, rather than the evaluation of qualitative variation of continuous characters. In the present study, we investigated mass peaks of peptide hormones in a model system of population divergence, the hybrid zone of two Chorthippus parallelus subspecies in the French-Spanish Pyrenees. Mass spectra from neuroendocrine tissues have previously been identified as species-specific and may have a sufficient resolution to vary at the subspecies level. For the first time, we succeeded in the detection of a subspecies-specific expression of neuropeptides collected from single individuals. Mass spectra sampled from populations across the C. parallelus grasshopper hybrid zone indicated neuropeptide identity between the sexes and within sample sites. The distribution of a single distinct but variable peptide signal, however, very closely followed the cline of the hybrid zone as derived from the mean variation in several continuous characters. The identity of this peptide in populations from the northern Pyrenees and central Europe supports a neuropeptide differentiation of preglacial origin. The observed differentiation in the peptide profile of the two subspecies demonstrates that a peptidomic approach may be a promising perspective to reconstruct reproductive isolation in an insect hybrid zone. (C) 2007 The Linnean Society of London.	Saxon Acad Sci, Res Grp Jena, D-07743 Jena, Germany; Univ Jena, Inst Ecol, D-07743 Jena, Germany; Univ Leeds, Sch Biol Sci, Leeds LS2 9JT, W Yorkshire, England; Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England; Univ Jena, Inst Genet Zool, D-07743 Jena, Germany		Roth, S (corresponding author), Saxon Acad Sci, Res Grp Jena, Erbertstr 1, D-07743 Jena, Germany.	steffen.roth@macnews.de	Predel, Reinhard/O-5243-2015					36	5	6	0	3	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0024-4066	1095-8312		BIOL J LINN SOC	Biol. J. Linnean Soc.	AUG	2007	91	4					541	548		10.1111/j.1095-8312.2007.00865.x			8	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	198AR	WOS:000248599900001		Bronze			2022-03-27	
J	Kidd, DM; Ritchie, MG				Kidd, DM; Ritchie, MG			Inferring the patterns and causes of geographic variation in Ephippiger ephippiger (Orthoptera, Tettigoniidae) using geographical information systems (GIS)	BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY			English	Article						principal component analysis; discriminant analysis; spatial analysis; intraspecific variation; secondary contact; hybrid zone; GIS	ISLAND MICROGEOGRAPHIC VARIATION; CHALCIDES-SEXLINEATUS; LAKE-GENEVA; SONG RACES; SWITZERLAND; SCALATION; CLIMATE; SKINK	Ephippiger ephippiger is a tettigoniid cricket that is fairly widespread in Europe. In southern France, between the Alps and the Pyrenees, it is geographically highly variable for a number of different traits including morphology, allozymes, behaviour and genetic markers. This variation has resulted in considerable confusion over the taxonomic and evolutionary status of forms of the organism. Through the use of geographical information systems (GIS) it has been possible to integrate both trail and environmental data sets from a variety of sources. The GIS is used to interpolate trait and environmental surfaces that are then examined Tor coincidence. Four general spatial patter ns are identified. These can be explained through a combination of secondary contact, environmental adaptation and drift. Covariance between trait and environmental surfaces point to patterns which are primary in origin, whereas other dines probably reflect secondary contact following divergence in refugiae. Multivariate statistics support the validity of a major subdivision identified by GIS. This study is an example of the considerable potential for CIS as an investigative tool in evolutionary studies. (C) 2000 The Linnean Society of London.	Univ Portsmouth, Dept Geog, Portsmouth PO1 3HE, Hants, England; Univ St Andrews, St Andrews KY16 9TS, Fife, Scotland		Kidd, DM (corresponding author), Univ Portsmouth, Dept Geog, Buckingham Bldg,Lion Terrace, Portsmouth PO1 3HE, Hants, England.		Ritchie, Michael/B-7714-2008; Ritchie, Michael G/F-7055-2013	Ritchie, Michael G/0000-0001-7913-8675				51	25	25	0	7	ACADEMIC PRESS LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0024-4066			BIOL J LINN SOC	Biol. J. Linnean Soc.	OCT	2000	71	2					269	295		10.1006/bijl.2000.0443			27	Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology	368DC	WOS:000090101600006		Bronze			2022-03-27	
J	Hernandez-Crespo, P; Veyrunes, JC; Cousserans, F; Bergoin, M				Hernandez-Crespo, P; Veyrunes, JC; Cousserans, F; Bergoin, M			The spheroidin of an Entomopoxvirus isolated from the grasshopper Anacridium aegyptium (AaEPV) shares low homology with spheroidins from lepidopteran or coleopteran EPVs	VIRUS RESEARCH			English	Article						orthoptera; poxvirus; phylogeny; virus taxonomy	HELIOTHIS-ARMIGERA ENTOMOPOXVIRUS; COMPLETE NUCLEOTIDE-SEQUENCE; GENE; PROTEIN; CLONING; IDENTIFICATION; FUSOLIN; GENOME; MMEPV; DNA	Based on virion morphology, the current virus taxonomy groups entomopoxviruses (EPVs) (Poxvirus: Entomopoxvirinae) from coleopteran and dipteran hosts in separated genera, wilts it keeps viruses infecting either lepidopteran or orthopteran hosts in the same genus. In contrast to the morphological criteria, the few data available from recent studies at the genetic level have suggested that EPVs infecting different insect orders are phylogenetically distant. In order to elucidate EPVs phylogeny we have cloned and sequence the highly conserved/highly expressed spheroidin gene of Anacridium aegyptium entomopoxvirus (AaEPV). This gene and its promoter is of interest for the development of genetic engineering on EPVs. The spheroidin gene was located in the AaEPV genome by Southern blot and hybridisation with specific degenerated oligonucleotides probes synthesised after partial sequencing of the purified spheroidin protein. A total of 3489 bp were sequenced. This sequence included the coding and promoter region of 969 residues 108.8 kDa protein identified as spheroidin. AaEPV spheroidin contains 21 cysteine residues (2.2%) and 14 N-glycosylation putative sites distributed along the sequence. The cysteine residues are particularly abundant at the C-terminal end of the protein, with 11 residues in the last 118 aa. Our results confirm that the spheroidin is highly conserved only between EPVs isolated from the same insect order. Polyclonal antibodies raised against AaEPV spherules specifically revealed spheroidin in Western Blots failing to cross-react with MmEPV or AmEPV spheroidins or MmEPV fusolin. Comparison of spheroidins at the aa level demonstrate that AaEPV spheroidin shares only 22.2 and 21.9% identity with the lepidopteran AmEPV and the coleopteran MmEPV spheroidins, respectively, but 82.8% identity with the orthopteran MsEPV spheroidin. Only two highly conserved domains containing the sequence (V/Y)NADTG(C/L) and LFAR(I/A) have been identified in all known spheroidins. The phylogenetic tree constructed according to the CLUSTALX analysis program revealed that EPVs are clearly separated in three groups - lepidopteran, coleopteran and orthopteran - according to the insect order of the virus hosts. In base to our results, the split of the genus Entomopoxvirus B dissociating lepidopteran and orthopteran EPVs into two different genera is suggested. (C) 2000 Elsevier Science B.V. All rights reserved.	Univ Montpellier 2, UMR CNRS 5087, INRA, Lab Pathol Comparee,Unite Virol Mol, F-34095 Montpellier, France		Hernandez-Crespo, P (corresponding author), CSIC, Ctr Invest Biol, Lab Relac Planta Insecto, Velazquez 144, E-28006 Madrid, Spain.	pedro@cib.csic.es	Pedro, Hernandez-Crespo/H-9937-2015	Pedro, Hernandez-Crespo/0000-0001-9350-3640				27	9	9	0	5	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0168-1702	1872-7492		VIRUS RES	Virus Res.	APR	2000	67	2					203	213		10.1016/S0168-1702(00)00144-1			11	Virology	Science Citation Index Expanded (SCI-EXPANDED)	Virology	324UR	WOS:000087640200010	10867199				2022-03-27	
J	Fontana, P; Pozzebon, A				Fontana, Paolo; Pozzebon, Alberto			Description and biogeographical implications of a new species of the genus Podisma Berthold 1827 from Mont Ventoux in South France (Orthoptera : Acrididae)	ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE			English	Article						Podisma amedegnatoae n. sp.; morphology; ecology; biogeography; ice age; refuge; hybrid zone	HYBRID ZONES; SPECIATION; PEDESTRIS	The status of the genus Podisma Berthold 1827 is discussed and all its taxa are listed. Endemic taxa within montane orthopteroid insects in southern Europe are considered and new genera recently revised are recorded. In this context Podisma amedegnatoae n. sp. from Mount Ventoux in the South Alps (France) is defined and described. The main distinctive characters of the new species are the relative length of prozona and metazona, the presence of the dotted dorsal pattern (FDDP) in almost 100% of the females, the broadly incised male furcula, the subquadrate dorsal valvae of the penis and the peculiar v-shaped middle incision diving them. The presence of a distinct species on Mount Ventoux allows to suppose the presence of a refuge area in this region during the ice ages. The analysis of the distribution of the FDDP character, distributed from southern France to southeastern Italy, shows a clear interruption in the genetic flow between the western and eastern slopes (French and Italian slopes) in the western Alps. This interruption fits well with the presence of a hybrid zone, recorded in literature for the genus Podisma on the basis of the distribution in this area of two male sex-chromosome forms. On the other hand data concerning the distribution of FDDP suggest a genetic flow coming from Nortwest to South-east. After that the description of P. amedegnatoae is not only a new contribution to the knowledge of the biodiversity in the southern Europeanmountains but adds new data to the study of the colonisation of Europe after the ice ages, by species which have survived in refuge areas.	Univ Padua, Dipartimento Agron Ambientale & Prod Vegetali Ent, AGRIPOLIS, I-35020 Padua, Italy		Fontana, P (corresponding author), Univ Padua, Dipartimento Agron Ambientale & Prod Vegetali Ent, AGRIPOLIS, Viale Univ 16, I-35020 Padua, Italy.	paolo.fontana@unipd.it; alberto.pozzebon@unipd.it	Pozzebon, Alberto/B-7328-2009; Fontana, Paolo/B-7205-2012; Fontana, Paolo/H-8472-2012	Pozzebon, Alberto/0000-0002-2445-7211; Fontana, Paolo/0000-0001-9710-759X				48	1	2	0	4	SOC ENTOMOLOGIQUE FRANCE	PARIS	45 RUE BUFFON, 75005 PARIS, FRANCE	0037-9271			ANN SOC ENTOMOL FR	Ann. Soc. Entomol. Fr.	JAN-MAR	2007	43	1					9	26		10.1080/00379271.2007.10697489			18	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	152FF	WOS:000245345800002					2022-03-27	
J	Gottsberger, B; Mayer, F				Gottsberger, Brigitte; Mayer, Frieder			Behavioral sterility of hybrid males in acoustically communicating grasshoppers (Acrididae, Gomphocerinae)	JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY			English	Article						sexual selection; song complexity; hybridization; neuronal pattern generator; Chorthippus	CHORTHIPPUS-BIGUTTULUS ORTHOPTERA; CENTRAL NERVOUS CONTROL; SEXUAL SELECTION; BRUNNEUS ORTHOPTERA; PATTERN-RECOGNITION; JACOBSI ORTHOPTERA; SOUND PRODUCTION; MALE SONG; STRIDULATION; INHERITANCE	The effectiveness of hybridization barriers determines whether two species remain reproductively isolated when their populations come into contact. We investigated acoustic mating signals and associated leg movements responsible for song creation of hybrids between the grasshopper species Chorthippus biguttulus and C. brunneus to study whether and how songs of male hybrids contribute to reproductive isolation between these sympatrically occurring species. Songs of F1, F2, and backcross hybrids were intermediate between those of both parental species in terms phrase number and duration. In contrast, species-specific syllable structure within phrases was largely lost in hybrids and was produced, if at all, in an irregular and imperfect manner. These divergences in inheritance of different song parameters are likely the result of incompatibility of neuronal networks that control stridulatory leg movements in hybrids. It is highly probable that songs of hybrid males are unattractive to females of either parental species because they are intermediate in terms of phrase duration and lack a clear syllable structure. Males of various hybrid types (F1, F2, and backcrosses) are behaviorally sterile because their songs fail to attract mates.	Univ Erlangen Nurnberg, Dept Zool 2, D-91058 Erlangen, Germany		Gottsberger, B (corresponding author), Univ Erlangen Nurnberg, Dept Zool 2, Staudtstr 5, D-91058 Erlangen, Germany.	bgottsbe@biologie.uni-erlangen.de		Gottsberger, Brigitte/0000-0002-6317-306X				60	38	40	1	13	SPRINGER HEIDELBERG	HEIDELBERG	TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY	0340-7594	1432-1351		J COMP PHYSIOL A	J. Comp. Physiol. A -Neuroethol. Sens. Neural Behav. Physiol.	JUL	2007	193	7					703	714		10.1007/s00359-007-0225-y			12	Behavioral Sciences; Neurosciences; Physiology; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Neurosciences & Neurology; Physiology; Zoology	189SE	WOS:000248008000003	17440734				2022-03-27	
J	CHU, J; POWERS, E; HOWARD, DJ				CHU, J; POWERS, E; HOWARD, DJ			GENE EXCHANGE IN A GROUND CRICKET HYBRID ZONE	JOURNAL OF HEREDITY			English	Article							MITOCHONDRIAL-DNA; HYBRIDIZATION; INHERITANCE; OVERLAP; RAPDS	The ground crickets Allonemobius fasciatus and A. socius (Orthoptera: Gryllidae) are sister species that form a mosaic hybrid zone in the eastern United States. The genetic structure of the hybrid zone has been studied extensively by the use of protein electrophoresis, Here, we report the discovery of several random amplification of polymorphic DNA (RAPD) markers that distinguish the two species, and we assess the congruence of RAPD markers and protein markers with regard to the identification of hybrids in mixed populations, Both sets of markers indicate that gene flow between A. fasciatus and A. socius is quite limited.			CHU, J (corresponding author), NEW MEXICO STATE UNIV,DEPT BIOL,LAS CRUCES,NM 88003, USA.							15	14	20	1	2	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513	0022-1503			J HERED	J. Hered.	JAN-FEB	1995	86	1					17	21		10.1093/oxfordjournals.jhered.a111519			5	Evolutionary Biology; Genetics & Heredity	Science Citation Index Expanded (SCI-EXPANDED)	Evolutionary Biology; Genetics & Heredity	QH004	WOS:A1995QH00400004	7890927				2022-03-27	
